,seed_mof_name,seed_mof_string,seed_edge_selfies,seed_edge_smiles,seed_targets,dreamed_mof_name,dreamed_mof_string,dreamed_edge_selfies,dreamed_edge_smiles,dreamed_targets
1759,cds_N455_edge128360,[N][C][Branch][:0phosphoric_acid][pop][Branch][C][C][C][Branch][FrH0][pop][=O][pop][C][C][FrH0][.][ClH0][Cd][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],[N][C][Branch][:0phosphoric_acid][pop][Branch][C][C][C][Branch][FrH0][pop][=O][pop][C][C][FrH0],NC(CC[Fr])(CCC(=O)[Fr])OP(=O)(O)O,"[-3.1211948, 0.14158608]",cds_N455_NC(CC[Fr])(CCC(=O)[Fr])OP(=O)(O)O,[:0methyl][Cl][:0benzenediol][Cl][FrH0][pop][Ring2][FrH0][pop][Ring2][:0benzenediol][:0benzenediol][:0benzenediol][pop][pop][pop][.][ClH0][Cd][Branch1][C][ClH0][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][N][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][cds],[:0methyl][Cl][:0benzenediol][Cl][FrH0][pop][Ring2][FrH0][pop][Ring2][:0benzenediol][:0benzenediol][:0benzenediol][pop][pop][pop],CCc1c(O[Fr])cc([Fr])cc1Oc1c(O)cccc1Oc1c(O)cccc1O,"[29.7729656314, 2.606824172171623]"
630,pcu_N192_edge200345,[:0phosphoric_acid][C][C][=C][Branch][C][=C][N][Branch][FrH0][pop][Ring1][Branch][pop][C][=C][C][N][Branch][C][Ring1][Branch][pop][FrH0][pop][.][Fr][C][O][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch2][Branch1][O][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][pcu],[:0phosphoric_acid][C][C][=C][Branch][C][=C][N][Branch][FrH0][pop][Ring1][Branch][pop][C][=C][C][N][Branch][C][Ring1][Branch][pop][FrH0][pop],O=P(O)(O)Oc1c(C2=CCN([Fr])C2)ccn1[Fr],"[-8.264943, 0.76190156]",pcu_N192_O=P(O)(O)Oc1c(C2=CCN([Fr])C2)ccn1[Fr],[C][:5benzenediol][Ring1][O][pop][P][FrH0][:0propyl][Cl][Cl][:=1methyl_amine][:=1methyl_amine][FrH0][#C][pop][Branch][S][Branch][Branch][:0propyl][:1methyl_amine][:0propyl][:2pyrimidine][:0benzenediol][:3pyrimidine][:0benzenediol][:0propyl][:0propyl][:0benzenediol][:2imidazole][:0benzenediol][:0benzenediol][:2imidazole][:2imidazole][:0pyridine][:1carboxylic_acid][:0pyridine][:1pyrimidine][.][Fr][C][O][Ni][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch2][Branch1][O][O][C][Branch1][C][Fr][O][Ni][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][P][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][N][Branch1][N][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][O][Ring2][Ring2][=Branch1][N][C][=C][C][Branch1][C][Fr][C][=C][Ring1][#Branch1][&&][pcu],[C][:5benzenediol][Ring1][O][pop][P][FrH0][:0propyl][Cl][Cl][:=1methyl_amine][:=1methyl_amine][FrH0][#C][pop][Branch][S][Branch][Branch][:0propyl][:1methyl_amine][:0propyl][:2pyrimidine][:0benzenediol][:3pyrimidine][:0benzenediol][:0propyl][:0propyl][:0benzenediol][:2imidazole][:0benzenediol][:0benzenediol][:2imidazole][:2imidazole][:0pyridine][:1carboxylic_acid][:0pyridine][:1pyrimidine],CCC[SH](CCC)c1c(CN[Fr])c(Cl)c(O[Fr])c(O)c1OC,"[34.9139234192, 3.5130049291063252]"
1685,lcy_N180_E96,[FrH0][C][:1benzenediol][=Branch][C][FrH0][pop][.][Fr][C][O][Co][Branch2][Branch1][Ring2][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][Ring2][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][#C][N][C][Branch1][C][C][=C][C][Branch1][C][Fr][C][=C][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][&&][lcy],[FrH0][C][:1benzenediol][=Branch][C][FrH0][pop],[Fr]COc1cccc(OC[Fr])c1,"[-12.390947, 1.0424494]",lcy_N180_[Fr]COc1cccc(OC[Fr])c1,[FrH0][S][:1benzenediol][=Branch][:1pyrimidine][:0propyl][FrH0][pop][pop][:0propyl][pop][:0benzenediol][=P][:2benzenealcohol][=S][pop][:2pyrimidine][:2pyrimidine][:2pyridine][:0propyl][:2pyridine][:1pyrimidine][=P][:3pyrimidine][.][Fr][C][O][Co][Branch2][Branch1][Ring2][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][Ring2][O][Ring1][=Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][#C][N][C][Branch1][C][C][=C][C][Branch1][C][Fr][C][=C][Ring1][Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][C][&&][lcy],[FrH0][S][:1benzenediol][=Branch][:1pyrimidine][:0propyl][FrH0][pop][pop][:0propyl][pop][:0benzenediol][=P][:2benzenealcohol][=S][pop][:2pyrimidine][:2pyrimidine][:2pyridine][:0propyl][:2pyridine][:1pyrimidine][=P][:3pyrimidine],CCCc1nc(Pc2ccncn2)ncc1-c1cc(Pc2ccc(Oc3ncncc3[Fr])cc2OS[Fr])ccc1O,"[38.9317642947, 4.188179347665808]"
837,nbo_N572_edge6528,[Cl][:3pyridine][=Branch][:0benzene][Ring1][Cl][pop][Ring1][FrH0][pop][Ring2][Cl][pop][Ring1][FrH0][pop][pop][.][O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][nbo],[Cl][:3pyridine][=Branch][:0benzene][Ring1][Cl][pop][Ring1][FrH0][pop][Ring2][Cl][pop][Ring1][FrH0][pop][pop],Clc1cnccc1-c1c(Cl)c([Fr])cc(Cl)c1[Fr],"[-8.350366, 0.73838973]",nbo_N572_Clc1cnccc1-c1c(Cl)c([Fr])cc(Cl)c1[Fr],[:0methyl][C][:0pyrimidine][Ring1][:0benzenediol][Ring1][FrH0][pop][pop][Ring1][:3pyrimidine][pop][Ring1][FrH0][pop][pop][.][O][=C][Branch1][C][Fr][O][Sm][Branch1][C][O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#Branch2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=C][O][C][Branch1][C][Fr][=O][&&][nbo],[:0methyl][C][:0pyrimidine][Ring1][:0benzenediol][Ring1][FrH0][pop][pop][Ring1][:3pyrimidine][pop][Ring1][FrH0][pop][pop],CCc1nc([Fr])c(-c2ccncn2)c(-c2c(O)cccc2O[Fr])n1,"[34.8895315218, 5.332987119999695]"
363,bnn_N337_edge168806,[S][C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][O][C][C][FrH0][pop][=C][FrH0][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bnn],[S][C][Branch][C][=C][C][=Branch][=C][Ring1][Ring2][pop][O][C][C][FrH0][pop][=C][FrH0],SC(=C[Fr])C1=CC(OCC[Fr])=C1,"[-9.599723, 0.89401025]",bnn_N337_SC(=C[Fr])C1=CC(OCC[Fr])=C1,[:0propyl][C][:2benzenediol][Branch][S][pop][Ring2][FrH0][pop][Ring2][:0benzenediol][Ring1][:2imidazole][pop][pop][Ring1][:1imidazole][Ring1][FrH0][pop][pop][pop][.][O][=C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][O][Lu][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][C][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][=Branch1][Branch1][#Branch2][O][C][Branch1][C][Fr][O][Ring2][Ring1][#Branch2][O][C][Branch1][C][Fr][=O][&&][bnn],[:0propyl][C][:2benzenediol][Branch][S][pop][Ring2][FrH0][pop][Ring2][:0benzenediol][Ring1][:2imidazole][pop][pop][Ring1][:1imidazole][Ring1][FrH0][pop][pop][pop],CCCc1c(O[Fr])cc(OS)c(-n2cncc2[Fr])c1-c1c(O)cccc1Oc1cnc[nH]1,"[35.7775282715, 3.9818207540380515]"
131,crs_N314_edge192643,[F][C][=C][Branch][C][Branch][C][C][=Branch][=C][Ring1][=Branch][pop][FrH0][pop][F][pop][N][=C][Branch][C][FrH0][pop][F][.][O][S][Branch1][C][Fr][Branch1][C][O][O][Ni][Branch1][#Branch2][O][S][Branch1][C][Fr][Branch1][C][O][O][Branch1][O][N][C][C][Branch1][C][Fr][=C][N][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][C][N][Ring1][=Branch1][Branch1][O][N][C][C][Branch1][C][Fr][=C][N][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][C][N][Ring1][=Branch1][&&][crs],[F][C][=C][Branch][C][Branch][C][C][=Branch][=C][Ring1][=Branch][pop][FrH0][pop][F][pop][N][=C][Branch][C][FrH0][pop][F],FC(C[Fr])=NC1=C(F)C=C([Fr])CC1F,"[-11.588713, 1.1021346]",crs_N314_FC(C[Fr])=NC1=C(F)C=C([Fr])CC1F,[:0pyrimidine][:0isocyanate][FrH0][:5benzenealcohol][S][:3benzenealcohol][:4pyridine][:0benzene][#C][FrH0][SH2][#N][:4benzenediol][Cl][=C][:4benzenediol][:4benzenediol][#Branch][:0amide][:2pyrimidine][:1imidazole][F][:0benzenealcohol][:2pyridine][:#1methyl_amine][S][pop][pop][=P][pop][pop][pop][pop][pop][:1methyl_amine][:2benzenealcohol][:1imidazole][:1methyl_amine][=P][.][O][S][Branch1][C][Fr][Branch1][C][O][O][Ni][Branch1][#Branch2][O][S][Branch1][C][Fr][Branch1][C][O][O][Branch1][O][N][C][C][Branch1][C][Fr][=C][N][Ring1][=Branch1][Branch1][O][N][C][=C][Branch1][C][Fr][C][N][Ring1][=Branch1][Branch1][O][N][C][C][Branch1][C][Fr][=C][N][Ring1][=Branch1][N][C][=C][Branch1][C][Fr][C][N][Ring1][=Branch1][&&][crs],[:0pyrimidine][:0isocyanate][FrH0][:5benzenealcohol][S][:3benzenealcohol][:4pyridine][:0benzene][#C][FrH0][SH2][#N][:4benzenediol][Cl][=C][:4benzenediol][:4benzenediol][#Branch][:0amide][:2pyrimidine][:1imidazole][F][:0benzenealcohol][:2pyridine][:#1methyl_amine][S][pop][pop][=P][pop][pop][pop][pop][pop][:1methyl_amine][:2benzenealcohol][:1imidazole][:1methyl_amine][=P],NCc1cc(O)ccc1-c1c(O)ccc(Nc2c([Fr])cccc2-c2c(O)cccc2Sc2ccnc([Fr])n2)c1OCc1ccc(O)cc1ONC(=O)n1cncc1-c1c(O)cccc1CN,"[37.7103026601, 3.688188676573279]"
1666,bnn_N206_edge38076,[:0isocyanate][C][C][Branch][:0methyl_amine][Ring1][N][Branch][C][Branch][:0isocyanate][pop][Branch][:0isocyanate][pop][Ring1][Branch][pop][FrH0][pop][pop][FrH0][pop][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][bnn],[:0isocyanate][C][C][Branch][:0methyl_amine][Ring1][N][Branch][C][Branch][:0isocyanate][pop][Branch][:0isocyanate][pop][Ring1][Branch][pop][FrH0][pop][pop][FrH0][pop],O=C=NC1([Fr])NCN([Fr])C1(N=C=O)N=C=O,"[-14.209717, 1.3246679]",bnn_N206_O=C=NC1([Fr])NCN([Fr])C1(N=C=O)N=C=O,[:0benzenealcohol][=Branch][S][Branch][:4benzenediol][=S][C][Branch][S][pop][C][FrH0][pop][Ring1][:0benzenediol][Ring1][:0benzenediol][pop][pop][Ring2][FrH0][pop][pop][pop][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Cd][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][#C][O][C][Branch1][C][Fr][O][Ring2][Ring1][Ring1][&&][bnn],[:0benzenealcohol][=Branch][S][Branch][:4benzenediol][=S][C][Branch][S][pop][C][FrH0][pop][Ring1][:0benzenediol][Ring1][:0benzenediol][pop][pop][Ring2][FrH0][pop][pop][pop],Oc1ccccc1Sc1cc([Fr])c(O)c(-c2c(O)cccc2Oc2c(O)cccc2O)c1OC(S)C[Fr],"[40.153557615, 5.075681762174276]"
1096,nbo-a_N310_edge155320,[:0alkene][C][C][=C][Branch][:0benzene][Ring1][Ring1][Ring2][pop][Branch][FrH0][pop][Ring1][:0alkene][pop][pop][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][nbo-a],[:0alkene][C][C][=C][Branch][:0benzene][Ring1][Ring1][Ring2][pop][Branch][FrH0][pop][Ring1][:0alkene][pop][pop][FrH0][pop],O=CC1=C([Fr])c2c1ccc([Fr])c2C=O,"[-6.687584, 0.65793324]",nbo-a_N310_O=CC1=C([Fr])c2c1ccc([Fr])c2C=O,[:1amide][Cl][Cl][S][:0benzenediol][:1methyl_amine][:1pyrimidine][=Ring2][=Ring2][=Ring2][:0benzenediol][:0benzenediol][FrH0][:0benzenediol][:0benzenediol][:0benzenediol][:0pyrimidine][:1pyrimidine][:1pyrimidine][:0benzenediol][:0methyl][FrH0][:0methyl][FrH0][FrH0][:0benzenediol][:3pyrimidine][Ring2][:0benzenediol][:0benzenediol][:1imidazole][:0pyrimidine][:0pyrimidine][:0benzenealcohol][:0benzenealcohol][Branch][Branch][:0benzenealcohol][Branch][.][O][=C][Branch1][C][Fr][O][Fe][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=N][&&][nbo-a],[:1amide][Cl][Cl][S][:0benzenediol][:1methyl_amine][:1pyrimidine][=Ring2][=Ring2][=Ring2][:0benzenediol][:0benzenediol][FrH0][:0benzenediol][:0benzenediol][:0benzenediol][:0pyrimidine][:1pyrimidine][:1pyrimidine][:0benzenediol][:0methyl][FrH0][:0methyl][FrH0][FrH0][:0benzenediol][:3pyrimidine][Ring2][:0benzenediol][:0benzenediol][:1imidazole][:0pyrimidine][:0pyrimidine][:0benzenealcohol][:0benzenealcohol][Branch][Branch][:0benzenealcohol][Branch],CCc1c([Fr])nc(-c2c(O)ccc(-c3nccc(-c4c(O)cccc4-c4ccccc4O)n3)c2O)nc1-c1ccnc(Oc2cccc(O)c2-c2nc([Fr])cc(Oc3cccc(O)c3C(=O)NCl)n2)n1,"[32.5970682387, 3.584128939186659]"
273,utk_N364_edge170337,[FrH0][C][Branch][C][C][C][=C][C][Branch][C][Ring1][Ring2][pop][=C][=C][FrH0][pop][C][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][utk],[FrH0][C][Branch][C][C][C][=C][C][Branch][C][Ring1][Ring2][pop][=C][=C][FrH0][pop][C],CC([Fr])CCC1=CC(=C=C[Fr])C1,"[-22.188349, 2.367023]",utk_N364_CC([Fr])CCC1=CC(=C=C[Fr])C1,[P][=Branch][:2benzenealcohol][P][P][:2pyrimidine][:2benzenealcohol][P][P][=Branch][:1methyl_amine][:0benzenealcohol][Branch][:0benzenealcohol][:0benzenealcohol][:1methyl_amine][:1alkyne][:1methyl_amine][=Ring2][=P][=P][=S][FrH0][:2pyridine][:2pyrimidine][:1imidazole][FrH0][:2benzenealcohol][:1methyl_amine][pop][pop][pop][:2benzenealcohol][=P][=P][:2benzenealcohol][:2benzenealcohol][:2pyrimidine][:2pyridine][.][Fr][C][O][Cd][Branch1][Ring2][O][Ring1][Ring2][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch1][Branch1][N][N][C][=C][C][Branch1][C][Fr][=C][C][Ring1][#Branch1][N][C][=C][C][Branch1][C][Fr][=C][Branch1][C][Fr][C][Ring1][Branch2][&&][utk],[P][=Branch][:2benzenealcohol][P][P][:2pyrimidine][:2benzenealcohol][P][P][=Branch][:1methyl_amine][:0benzenealcohol][Branch][:0benzenealcohol][:0benzenealcohol][:1methyl_amine][:1alkyne][:1methyl_amine][=Ring2][=P][=P][=S][FrH0][:2pyridine][:2pyrimidine][:1imidazole][FrH0][:2benzenealcohol][:1methyl_amine][pop][pop][pop][:2benzenealcohol][=P][=P][:2benzenealcohol][:2benzenealcohol][:2pyrimidine][:2pyridine],NCc1cc(O)c(NCP(Pc2ncncc2Pc2cc(O)ccc2P)c2ccc(O)cc2Pc2ccc(O)cc2-c2cncnc2)c(CNCN=[PH]=[PH]=[SH][Fr])c1[Fr],"[48.0080596079, 9.058177352539463]"
1253,sod_N32_edge177943,[:0isocyanate][C][C][=C][Branch][C][Branch][C][Branch][C][Branch][:0isocyanate][pop][FrH0][pop][Ring1][Ring2][pop][:=0amide][pop][C][=C][FrH0][pop][.][O][=C][Branch1][C][Fr][O][Gd][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][sod],[:0isocyanate][C][C][=C][Branch][C][Branch][C][Branch][C][Branch][:0isocyanate][pop][FrH0][pop][Ring1][Ring2][pop][:=0amide][pop][C][=C][FrH0][pop],O=C=NC1=C(C=C[Fr])C(=NC=O)C1C([Fr])N=C=O,"[-14.559204, 1.3169249]",sod_N32_O=C=NC1=C(C=C[Fr])C(=NC=O)C1C([Fr])N=C=O,[#N][:0benzene][=S][=S][=S][:0benzenediol][S][:1carboxylic_acid][:=0methyl_amine][Cl][Cl][=P][FrH0][:0benzenediol][=S][=S][#Branch][=P][=P][:0benzenealcohol][:0benzenealcohol][:=0methyl_amine][:=0methyl_amine][:1pyrimidine][:4benzenealcohol][pop][FrH0][FrH0][:=1methyl_amine][:0benzenediol][:0benzenediol][:0benzenediol][:3pyrimidine][Cl][:1methyl_amine][:1methyl_amine][:0benzenediol][:3pyrimidine][:4benzenealcohol][.][O][=C][Branch1][C][Fr][O][Gd][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][Branch1][#Branch1][O][C][Branch1][C][Fr][=O][O][C][Branch1][C][Fr][=O][&&][sod],[#N][:0benzene][=S][=S][=S][:0benzenediol][S][:1carboxylic_acid][:=0methyl_amine][Cl][Cl][=P][FrH0][:0benzenediol][=S][=S][#Branch][=P][=P][:0benzenealcohol][:0benzenealcohol][:=0methyl_amine][:=0methyl_amine][:1pyrimidine][:4benzenealcohol][pop][FrH0][FrH0][:=1methyl_amine][:0benzenediol][:0benzenediol][:0benzenediol][:3pyrimidine][Cl][:1methyl_amine][:1methyl_amine][:0benzenediol][:3pyrimidine][:4benzenealcohol],Nc1ccccc1[SH]=[SH]c1c(OC(=O)OCl)ccc([SH]=S=[PH]=Pc2c(O)cccc2NCc2cc([Fr])nc(-c3c(O)cccc3Oc3c(O)ccc(CNc4ccncn4)c3OCl)n2)c1O[Fr],"[40.1778824229, 4.398157996845421]"
831,gis_N437_edge86310,[FrH0][N][C][C][Branch][N][Branch][P][Branch][C][pop][C][pop][C][Branch][FrH0][pop][:0methyl_amine][Ring1][Ring1][=C][pop][pop][P][Branch][C][pop][C][.][O][=C][Branch1][C][Fr][O][Ag][Branch1][#C][N][C][=C][Branch1][C][Fr][C][C][Branch1][C][Fr][=C][Ring1][Branch2][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][gis],[FrH0][N][C][C][Branch][N][Branch][P][Branch][C][pop][C][pop][C][Branch][FrH0][pop][:0methyl_amine][Ring1][Ring1][=C][pop][pop][P][Branch][C][pop][C],CP(C)C1CN([Fr])CNC([Fr])N1P(C)C,"[-8.338964, 1.0271345]",gis_N437_CP(C)C1CN([Fr])CNC([Fr])N1P(C)C,[:1alkyne][:1benzenediol][#Branch][:0benzenealcohol][:0methyl_amine][:0benzenealcohol][Ring1][Cl][:0alkene][:1benzenealcohol][:0sulfonic_acid][#C][#C][P][P][P][:0propyl][:0methyl][:0methyl][:0methyl][:1amide][:0amide][:=0amide][FrH0][FrH0][:0benzenediol][:0pyrimidine][:0pyrimidine][:0benzenediol][:0benzenealcohol][pop][:0propyl][FrH0][:0benzenediol][:0benzenediol][:0benzenealcohol][:0benzenediol][:0propyl][:0propyl][.][O][=C][Branch1][C][Fr][O][Ag][Branch1][#C][N][C][=C][Branch1][C][Fr][C][C][Branch1][C][Fr][=C][Ring1][Branch2][N][C][N][Branch1][C][Fr][N][=C][Ring1][=Branch1][&&][gis],[:1alkyne][:1benzenediol][#Branch][:0benzenealcohol][:0methyl_amine][:0benzenealcohol][Ring1][Cl][:0alkene][:1benzenealcohol][:0sulfonic_acid][#C][#C][P][P][P][:0propyl][:0methyl][:0methyl][:0methyl][:1amide][:0amide][:=0amide][FrH0][FrH0][:0benzenediol][:0pyrimidine][:0pyrimidine][:0benzenediol][:0benzenealcohol][pop][:0propyl][FrH0][:0benzenediol][:0benzenediol][:0benzenealcohol][:0benzenediol][:0propyl][:0propyl],C#Cc1c(O)cccc1-c1c(O)ccc(-c2cc(Oc3nc(-c4ccccc4O)c([Fr])c(-c4c(O)cccc4Oc4c(O)cccc4OCCC)n3)c(NC(=O)[Fr])c(CC)c2C#CPPPCCC)c1Cl,"[33.6476099173, 5.29555863293578]"
1175,gis_N161_edge215987,[Cl][C][=C][Branch][C][=C][Branch][C][=Branch][=C][Branch][FrH0][pop][Cl][pop][Cl][pop][Ring1][Ring2][pop][C][=Branch][=C][FrH0][pop][Cl][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][gis],[Cl][C][=C][Branch][C][=C][Branch][C][=Branch][=C][Branch][FrH0][pop][Cl][pop][Cl][pop][Ring1][Ring2][pop][C][=Branch][=C][FrH0][pop][Cl],ClC(=C[Fr])C1=C(Cl)C(C(Cl)=C(Cl)[Fr])=C1,"[-8.337772, 0.9343794]",gis_N161_ClC(=C[Fr])C1=C(Cl)C(C(Cl)=C(Cl)[Fr])=C1,[Cl][=S][=S][pop][=S][:1imidazole][:1imidazole][=S][=P][=S][Branch][FrH0][pop][:0benzenealcohol][:3pyrimidine][:1imidazole][:1pyrimidine][:1imidazole][Ring2][pop][Ring2][Branch][=C][FrH0][pop][Cl][:3pyrimidine][:3pyrimidine][pop][:0benzenealcohol][:0pyrimidine][.][Fr][C][=C][C][N][Branch2][Ring1][P][Co][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][Branch1][Branch1][=Branch2][O][C][Branch1][C][Fr][O][Ring1][=Branch2][N][C][C][=C][Branch1][C][Fr][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][=Branch1][&&][gis],[Cl][=S][=S][pop][=S][:1imidazole][:1imidazole][=S][=P][=S][Branch][FrH0][pop][:0benzenealcohol][:3pyrimidine][:1imidazole][:1pyrimidine][:1imidazole][Ring2][pop][Ring2][Branch][=C][FrH0][pop][Cl][:3pyrimidine][:3pyrimidine][pop][:0benzenealcohol][:0pyrimidine],Oc1cccc(-n2cncc2-n2c(C[Fr])cnc2-c2cc(-c3ncccn3)ncn2)c1S([Fr])=[PH]=[SH]c1cncn1[SH]=S=[SH]Cl,"[33.3434344809, 7.680833233671243]"
